date,meantemp,humidity,wind_speed,meanpressure
2020-01-01,19.55189837451743,67.32399263251315,1.5927195641463783,1024.7610223201461
2020-01-02,17.98552610769112,76.61073642434893,1.0961687109998728,1024.6663285518132
2020-01-03,18.912561869567167,67.3467326095916,15.172144103312739,1019.7713318082048
2020-01-04,21.054009614795074,71.57380208362133,15.372043063179861,1022.9292018273488
2020-01-05,17.33168878029086,82.17534406654116,8.433399694628434,1023.6138685700051
2020-01-06,18.227864243855105,78.7354855826688,15.331992027935877,1024.809394665603
2020-01-07,21.513779330215215,79.13893039686121,9.376634656864077,1023.4458964875093
2020-01-08,21.408755546517586,72.43157548756743,22.595353057610495,1022.4968866967578
2020-01-09,22.62532435255974,79.4254763500602,14.957865721558381,1021.5767005095319
2020-01-10,21.995692772513955,79.90350269385253,12.144003766059003,1022.6248564087891
2020-01-11,22.224907092629323,65.93232147861282,3.3931292557175885,1021.4649841024076
2020-01-12,22.772693697456784,76.53172080792278,13.251026303278284,1025.2651897191556
2020-01-13,18.791078953029388,80.109640482451,11.331455235039982,1022.9692416076398
2020-01-14,18.78444821492849,65.3116976956159,1.8783894089476831,1023.0181169366367
2020-01-15,20.25312809373843,73.80251578125612,14.01401782805855,1023.4500933286887
2020-01-16,20.28176781411512,79.48965204198987,8.674362840608163,1024.8311242773282
2020-01-17,21.650107275820936,80.7347607579444,3.2647160578263037,1019.220753864972
2020-01-18,22.71799811889821,73.82995922525329,10.315910208553268,1022.7065784009657
2020-01-19,20.908338706873305,79.66670903025049,13.039800536536692,1021.8811070373982
2020-01-20,20.062711559129788,78.03136659562841,8.405605915686005,1021.6889779519842
2020-01-21,26.64088341553642,83.8142311400311,15.879524907124374,1024.1684562430178
2020-01-22,24.13718278945824,79.17229161163654,2.755217670356638,1018.7832604329984
2020-01-23,25.208439144201126,82.81080576361907,7.910733650096685,1021.9111273615991
2020-01-24,22.184913868828502,75.55130453768655,8.991505449913793,1021.3843452246422
2020-01-25,25.13113285321689,75.49292544443703,5.276240757154163,1021.20978937805
2020-01-26,22.837909281024853,76.22435982084664,3.1849474578582315,1020.8314419331482
2020-01-27,25.530392918548216,84.77122323551426,10.784383373167888,1023.3180447443324
2020-01-28,22.541026008571848,74.64455416632873,6.405876206407747,1021.5800846755742
2020-01-29,22.27081367237725,72.65142397371088,15.617484093017708,1022.2510104435279
2020-01-30,27.04967650066788,72.6651061949307,6.5485101474564065,1021.8583064347185
2020-01-31,26.53928114193262,81.98663496112223,13.521188449112529,1022.8638538112766
2020-02-01,26.674775148563665,80.04545712702948,12.337751007174045,1026.7290100822909
2020-02-02,25.775616313311897,81.6482318661784,19.116777029140938,1020.298499291831
2020-02-03,21.242523365823224,79.78704737234638,6.107135284391898,1019.3973416741132
2020-02-04,25.601921140123956,70.35897121275404,4.983499338562315,1024.1995436575373
2020-02-05,26.92382325905747,80.64645196939735,10.81323353426918,1018.4567274464384
2020-02-06,26.738857650903718,75.53617878518646,3.7106491995706214,1017.1283646303482
2020-02-07,26.33768969365722,78.95795765537478,8.476540063102593,1022.6757385983572
2020-02-08,23.08710448303321,81.50263139075933,14.582448164860477,1020.9950929283918
2020-02-09,28.04007006682753,87.04605698352833,5.512534071710485,1019.462333768441
2020-02-10,25.515526916286976,84.84106310391469,16.930530174803078,1020.4177908087464
2020-02-11,27.238382164151393,79.80218125930394,5.863681142807049,1020.1033892308114
2020-02-12,26.10406726564211,83.17692041748344,13.576868119458378,1021.8227070404762
2020-02-13,24.83178053517978,81.4782461463793,11.783436768308759,1022.5005059931883
2020-02-14,28.920868186335213,80.65846813018187,2.1789115056081823,1018.1150305953086
2020-02-15,25.45914908217292,82.99673142787331,13.596820797013834,1020.8633654330802
2020-02-16,30.01827917652377,84.36736194435582,7.38498826478272,1017.1757049232608
2020-02-17,26.43916434210848,77.61205253009888,13.90255103724176,1015.9288897237858
2020-02-18,27.682812467114495,87.42380040696551,6.47642142772084,1020.8051661172209
2020-02-19,27.49211049077925,77.07743857664919,8.736592675715395,1018.5564197299508
2020-02-20,26.21328193498299,77.84834917361817,3.5484545284049993,1015.0363032390934
2020-02-21,28.425634488359236,82.50559116655016,13.453634081701338,1020.1380405411888
2020-02-22,26.11140222233661,70.59267879075225,7.325508185265388,1020.9998268800067
2020-02-23,24.813602154035358,74.4809313264866,19.45343497015837,1019.8429137552913
2020-02-24,30.418200618065512,80.80771996151769,6.083179069573408,1021.174738675393
2020-02-25,26.77269781152131,81.90140240751458,21.096858798143852,1018.1900545466805
2020-02-26,25.29030318567986,83.43186363627532,4.070861142684504,1016.9042251953083
2020-02-27,27.437695975197144,86.33505674096621,0.011132505715135466,1016.5966085988529
2020-02-28,28.033712461996583,76.92113263211968,7.173809829029132,1017.4323520948489
2020-02-29,27.579961177357134,76.69351020184811,9.999813156393836,1014.1461841565922
2020-03-01,31.391079236681904,83.2558577719373,9.622853738270196,1016.7598031832046
2020-03-02,28.146851886374666,83.91740421851921,13.962481190413891,1019.4289679809173
2020-03-03,28.309850261283543,90.58383346910514,2.5422159724202062,1017.2424239294394
2020-03-04,29.061836609139807,83.77652430324771,10.44957321265667,1018.155697449666
2020-03-05,27.680707189181057,77.04228081149117,15.396127567605458,1018.3328755814492
2020-03-06,27.390941269894476,84.89725747248964,10.33043731890683,1016.4249831391031
2020-03-07,29.981575498450972,75.26909401842309,16.959319489013964,1014.244814438624
2020-03-08,27.30620066117727,75.9622461902139,7.484959758506104,1018.655766553093
2020-03-09,27.505956817867933,83.0722980257136,7.483448068549397,1016.6754462502776
2020-03-10,28.716605674358945,80.46835623824425,6.822786218122162,1017.069905871031
2020-03-11,31.078429112653023,76.4205812326521,12.448435580031955,1014.2402228090292
2020-03-12,26.664674307520286,76.61644996491395,14.089077029372152,1017.36607652904
2020-03-13,30.01585980102818,77.53746300174274,15.570949044933386,1016.9605724750927
2020-03-14,32.53166835042284,71.29888720074402,3.307644564488257,1013.3241140752277
2020-03-15,28.1738051398225,69.97731581204948,14.607416282502317,1016.3196071792984
2020-03-16,28.347915926875203,79.34381350143259,18.931927227991697,1014.0738987130946
2020-03-17,26.80068829399741,75.81406986712439,2.904458313285904,1015.486538804229
2020-03-18,27.233613229211592,74.36354888831812,14.516296418868752,1017.0543099739324
2020-03-19,31.752647134871076,76.21799247413317,19.145160633774974,1016.1280122084527
2020-03-20,29.03756912930661,82.12157101383403,11.848191382066876,1015.0526504410175
2020-03-21,32.15736480296461,71.87747555075676,17.225417453705635,1012.4089219971538
2020-03-22,27.982910928063443,80.24602925791984,9.575818841871722,1012.7377765963554
2020-03-23,29.893282469143315,75.76886959526618,1.3509607494444893,1018.4236436311948
2020-03-24,32.82891290191993,79.08325150351529,6.390415188815182,1012.7322697310578
2020-03-25,29.71401673562243,73.72108932530459,8.059021366188261,1018.0970073959928
2020-03-26,34.45960716880838,65.40976709994946,12.142686126321909,1013.8425104049306
2020-03-27,30.49808672311994,71.57501015588333,18.598294841641383,1015.0230541530699
2020-03-28,29.563148872836283,63.75983047620946,16.095523199112435,1013.8132112736678
2020-03-29,28.11942915697407,82.7915942857476,13.567788646795165,1015.0222577206664
2020-03-30,27.734887517530968,71.11221610352322,7.882667244971488,1012.0816579954169
2020-03-31,29.801431595405308,73.07989911211875,16.83113803660186,1009.3020522936507
2020-04-01,29.624053659865552,79.60528530885249,9.111818548664738,1013.1480788156804
2020-04-02,28.3642329776757,71.02102056570047,14.698660267748453,1013.0314578157814
2020-04-03,28.65441180632761,77.63875780407214,16.592917921859147,1009.8802076768901
